Data;Aktywnoœæ;ID;Wejœcia;Podstawa;Pozycja;Km CAN;Wyjœcia;RPM CAN;Prêdkoœæ CAN;Poziom Paliwa;Licznika paliwa CAN;Kierowca 1;Kierowca 2;Zamek naczepy;Debug;ANA1;ANA2;Identycikacja1;Identycikacja2;Termometr 1;Termometr 2;Termometr 1,2 x10;Termometr 3;Termometr 3,4 x10;Tech Stat;Licznik We 11;VIN Naczepy
14-06-2023 22:30:08;C;434432 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:31:38;C;434433 ;;SQ:13 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:33:08;C;434434 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:34:38;C;434435 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:36:09;C;434436 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:37:38;C;434437 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:39:09;C;434438 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:40:38;C;434439 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:42:09;C;434440 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:43:38;C;434441 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:45:09;C;434442 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:46:39;C;434443 ;;SQ:13 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:48:08;C;434444 ;;SQ:13 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:49:39;C;434445 ;;SQ:12 (26202) SAT:0 v:91 25.7V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:51:08;C;434446 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:52:39;C;434447 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:54:08;C;434448 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:55:39;C;434449 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:57:08;C;434450 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 22:58:39;C;434451 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:00:09;C;434452 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:01:39;C;434453 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:03:09;C;434454 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:04:39;C;434455 ;;SQ:11 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:06:09;C;434456 ;;SQ:9 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:07:39;C;434457 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:09:09;C;434458 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:10:39;C;434459 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:12:09;C;434460 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:13:39;C;434461 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:15:09;C;434462 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:16:39;C;434463 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:18:09;C;434464 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:19:39;C;434465 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:21:09;C;434466 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:22:39;C;434467 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:24:09;C;434468 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:25:40;C;434469 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:27:09;C;434470 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:28:40;C;434471 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:30:09;C;434472 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:31:40;C;434473 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:33:09;C;434474 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:34:40;C;434475 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:36:09;C;434476 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:37:39;C;434477 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:39:10;C;434478 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:40:39;C;434479 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:42:10;C;434480 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:43:39;C;434481 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:45:10;C;434482 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:46:39;C;434483 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:48:10;C;434484 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:49:39;C;434485 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:51:10;C;434486 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:52:40;C;434487 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:54:10;C;434488 ;;SQ:13 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:55:40;C;434489 ;;SQ:13 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:57:10;C;434490 ;;SQ:13 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
14-06-2023 23:58:40;C;434491 ;;SQ:13 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:00:10;C;434492 ;;SQ:13 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:01:40;C;434493 ;;SQ:13 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:03:10;C;434494 ;;SQ:13 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:04:40;C;434495 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:06:10;C;434496 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:07:40;C;434497 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:09:10;C;434498 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:10:40;C;434499 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:12:10;C;434500 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:13:40;C;434501 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:15:10;C;434502 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:16:40;C;434503 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:18:10;C;434504 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:19:40;C;434505 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:21:10;C;434506 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:22:40;C;434507 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:24:10;C;434508 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:25:40;C;434509 ;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:27:10;C;434510 F;;SQ:12 (26202) SAT:0 v:91 25.6V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:28:40;C;434511 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:30:10;C;434512 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:31:41;C;434513 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:33:10;C;434514 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:34:41;C;434515 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:36:10;C;434516 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:37:41;C;434517 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:39:10;C;434518 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:40:41;C;434519 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:42:11;C;434520 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:43:41;C;434521 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:45:11;C;434522 ;;SQ:12 (26202) SAT:0 v:91 25.4V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:46:41;C;434523 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:48:11;C;434524 ;;SQ:13 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:49:41;C;434525 ;;SQ:13 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:51:11;C;434526 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:52:41;C;434527 ;;SQ:13 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:54:11;C;434528 ;;SQ:13 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:55:41;C;434529 ;;SQ:13 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:57:11;C;434530 ;;SQ:13 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 00:58:41;C;434531 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:00:11;C;434532 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:01:41;C;434533 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:03:11;C;434534 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:04:41;C;434535 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:06:11;C;434536 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:07:41;C;434537 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:09:11;C;434538 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:10:41;C;434539 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:12:11;C;434540 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:13:41;C;434541 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:15:11;C;434542 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:16:41;C;434543 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:18:12;C;434544 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:19:41;C;434545 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
15-06-2023 01:21:12;C;434546 ;;SQ:12 (26202) SAT:0 v:91 25.5V 2G 0km/h;51,177,800,15,032,800 fix: false;559058;null;null;null;100;139211;34825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
